Date,Service,DailyCost_USD,Is_Anomaly
2025-01-01,AmazonEC2,122.48,False
2025-01-02,AmazonEC2,119.41,False
2025-01-03,AmazonEC2,123.44,False
2025-01-04,AmazonEC2,92.92,False
2025-01-05,AmazonEC2,84.24,False
2025-01-06,AmazonEC2,119.34,False
2025-01-07,AmazonEC2,128.51,False
2025-01-08,AmazonEC2,124.56,False
2025-01-09,AmazonEC2,118.48,False
2025-01-10,AmazonEC2,123.64,False
2025-01-11,AmazonEC2,83.71,False
2025-01-12,AmazonEC2,83.81,False
2025-01-13,AmazonEC2,122.45,False
2025-01-14,AmazonEC2,111.77,False
2025-01-15,AmazonEC2,112.82,False
2025-01-16,AmazonEC2,118.73,False
2025-01-17,AmazonEC2,116.59,False
2025-01-18,AmazonEC2,88.32,False
2025-01-19,AmazonEC2,82.32,False
2025-01-20,AmazonEC2,114.9,False
2025-01-21,AmazonEC2,129.39,False
2025-01-22,AmazonEC2,121.04,False
2025-01-23,AmazonEC2,122.61,False
2025-01-24,AmazonEC2,115.25,False
2025-01-25,AmazonEC2,84.75,False
2025-01-26,AmazonEC2,88.13,False
2025-01-27,AmazonEC2,116.93,False
2025-01-28,AmazonEC2,124.66,False
2025-01-29,AmazonEC2,119.88,False
2025-01-30,AmazonEC2,121.53,False
2025-01-31,AmazonEC2,120.08,False
2025-02-01,AmazonEC2,97.46,False
2025-02-02,AmazonEC2,88.23,False
2025-02-03,AmazonEC2,118.11,False
2025-02-04,AmazonEC2,127.62,False
2025-02-05,AmazonEC2,117.5,False
2025-02-06,AmazonEC2,124.76,False
2025-02-07,AmazonEC2,114.02,False
2025-02-08,AmazonEC2,82.28,False
2025-02-09,AmazonEC2,90.0,False
2025-02-10,AmazonEC2,127.82,False
2025-02-11,AmazonEC2,125.08,False
2025-02-12,AmazonEC2,123.75,False
2025-02-13,AmazonEC2,122.93,False
2025-02-14,AmazonEC2,117.14,False
2025-02-15,AmazonEC2,86.04,False
2025-02-16,AmazonEC2,87.44,False
2025-02-17,AmazonEC2,130.13,False
2025-02-18,AmazonEC2,126.67,False
2025-02-19,AmazonEC2,116.24,False
2025-02-20,AmazonEC2,126.78,False
2025-02-21,AmazonEC2,123.33,False
2025-02-22,AmazonEC2,171.98,True
2025-02-23,AmazonEC2,93.52,False
2025-02-24,AmazonEC2,130.72,False
2025-02-25,AmazonEC2,130.33,False
2025-02-26,AmazonEC2,121.58,False
2025-02-27,AmazonEC2,124.33,False
2025-02-28,AmazonEC2,127.64,False
2025-03-01,AmazonEC2,95.96,False
2025-03-02,AmazonEC2,88.79,False
2025-03-03,AmazonEC2,125.36,False
2025-03-04,AmazonEC2,120.86,False
2025-03-05,AmazonEC2,120.51,False
2025-03-06,AmazonEC2,130.66,False
2025-03-07,AmazonEC2,133.48,False
2025-03-08,AmazonEC2,91.44,False
2025-03-09,AmazonEC2,96.92,False
2025-03-10,AmazonEC2,128.82,False
2025-03-11,AmazonEC2,123.89,False
2025-03-12,AmazonEC2,129.02,False
2025-03-13,AmazonEC2,135.01,False
2025-03-14,AmazonEC2,127.24,False
2025-03-15,AmazonEC2,100.35,False
2025-03-16,AmazonEC2,79.53,False
2025-03-17,AmazonEC2,131.84,False
2025-03-18,AmazonEC2,128.27,False
2025-03-19,AmazonEC2,126.44,False
2025-03-20,AmazonEC2,128.5,False
2025-03-21,AmazonEC2,118.21,False
2025-03-22,AmazonEC2,92.15,False
2025-03-23,AmazonEC2,95.14,False
2025-03-24,AmazonEC2,135.84,False
2025-03-25,AmazonEC2,125.97,False
2025-03-26,AmazonEC2,124.62,False
2025-03-27,AmazonEC2,126.25,False
2025-03-28,AmazonEC2,133.44,False
2025-03-29,AmazonEC2,95.61,False
2025-03-30,AmazonEC2,91.42,False
2025-03-31,AmazonEC2,131.74,False
2025-04-01,AmazonEC2,129.76,False
2025-04-02,AmazonEC2,134.22,False
2025-04-03,AmazonEC2,125.97,False
2025-04-04,AmazonEC2,127.95,False
2025-04-05,AmazonEC2,92.73,False
2025-04-06,AmazonEC2,87.48,False
2025-04-07,AmazonEC2,131.38,False
2025-04-08,AmazonEC2,131.31,False
2025-04-09,AmazonEC2,130.13,False
2025-04-10,AmazonEC2,129.03,False
2025-04-11,AmazonEC2,123.23,False
2025-04-12,AmazonEC2,93.31,False
2025-04-13,AmazonEC2,93.8,False
2025-04-14,AmazonEC2,126.61,False
2025-04-15,AmazonEC2,129.92,False
2025-04-16,AmazonEC2,132.84,False
2025-04-17,AmazonEC2,140.36,False
2025-04-18,AmazonEC2,131.9,False
2025-04-19,AmazonEC2,97.42,False
2025-04-20,AmazonEC2,95.86,False
2025-04-21,AmazonEC2,121.75,False
2025-04-22,AmazonEC2,131.31,False
2025-04-23,AmazonEC2,131.85,False
2025-04-24,AmazonEC2,143.97,False
2025-04-25,AmazonEC2,130.79,False
2025-04-26,AmazonEC2,98.36,False
2025-04-27,AmazonEC2,96.79,False
2025-04-28,AmazonEC2,126.22,False
2025-04-29,AmazonEC2,137.88,False
2025-04-30,AmazonEC2,136.03,False
2025-05-01,AmazonEC2,288.33,True
2025-05-02,AmazonEC2,127.93,False
2025-05-03,AmazonEC2,104.59,False
2025-05-04,AmazonEC2,90.67,False
2025-05-05,AmazonEC2,135.72,False
2025-05-06,AmazonEC2,143.84,False
2025-05-07,AmazonEC2,128.04,False
2025-05-08,AmazonEC2,130.26,False
2025-05-09,AmazonEC2,133.69,False
2025-05-10,AmazonEC2,95.78,False
2025-05-11,AmazonEC2,90.65,False
2025-05-12,AmazonEC2,133.85,False
2025-05-13,AmazonEC2,128.3,False
2025-05-14,AmazonEC2,136.08,False
2025-05-15,AmazonEC2,129.22,False
2025-05-16,AmazonEC2,141.67,False
2025-05-17,AmazonEC2,95.1,False
2025-05-18,AmazonEC2,97.51,False
2025-05-19,AmazonEC2,138.29,False
2025-05-20,AmazonEC2,128.18,False
2025-05-21,AmazonEC2,135.57,False
2025-05-22,AmazonEC2,141.07,False
2025-05-23,AmazonEC2,126.6,False
2025-05-24,AmazonEC2,100.67,False
2025-05-25,AmazonEC2,101.14,False
2025-05-26,AmazonEC2,138.86,False
2025-05-27,AmazonEC2,128.87,False
2025-05-28,AmazonEC2,128.55,False
2025-05-29,AmazonEC2,137.87,False
2025-05-30,AmazonEC2,136.85,False
2025-05-31,AmazonEC2,101.72,False
2025-06-01,AmazonEC2,102.3,False
2025-06-02,AmazonEC2,132.27,False
2025-06-03,AmazonEC2,136.93,False
2025-06-04,AmazonEC2,137.34,False
2025-06-05,AmazonEC2,132.41,False
2025-06-06,AmazonEC2,145.41,False
2025-06-07,AmazonEC2,103.55,False
2025-06-08,AmazonEC2,95.33,False
2025-06-09,AmazonEC2,139.67,False
2025-06-10,AmazonEC2,131.62,False
2025-06-11,AmazonEC2,140.53,False
2025-06-12,AmazonEC2,142.49,False
2025-06-13,AmazonEC2,132.7,False
2025-06-14,AmazonEC2,106.72,False
2025-06-15,AmazonEC2,104.07,False
2025-06-16,AmazonEC2,141.22,False
2025-06-17,AmazonEC2,146.7,False
2025-06-18,AmazonEC2,136.09,False
2025-06-19,AmazonEC2,133.65,False
2025-06-20,AmazonEC2,133.08,False
2025-06-21,AmazonEC2,98.55,False
2025-06-22,AmazonEC2,102.35,False
2025-06-23,AmazonEC2,139.54,False
2025-06-24,AmazonEC2,139.32,False
2025-06-25,AmazonEC2,142.18,False
2025-06-26,AmazonEC2,138.21,False
2025-06-27,AmazonEC2,145.52,False
2025-06-28,AmazonEC2,102.03,False
2025-06-29,AmazonEC2,117.05,False
2025-06-30,AmazonEC2,141.69,False
2025-07-01,AmazonEC2,134.37,False
2025-07-02,AmazonEC2,133.41,False
2025-07-03,AmazonEC2,141.28,False
2025-07-04,AmazonEC2,137.85,False
2025-07-05,AmazonEC2,107.64,False
2025-07-06,AmazonEC2,106.54,False
2025-07-07,AmazonEC2,138.91,False
2025-07-08,AmazonEC2,135.15,False
2025-07-09,AmazonEC2,131.91,False
2025-07-10,AmazonEC2,137.36,False
2025-07-11,AmazonEC2,143.97,False
2025-07-12,AmazonEC2,105.86,False
2025-07-13,AmazonEC2,98.67,False
2025-07-14,AmazonEC2,140.87,False
2025-07-15,AmazonEC2,142.03,False
2025-07-16,AmazonEC2,135.79,False
2025-07-17,AmazonEC2,141.08,False
2025-07-18,AmazonEC2,140.7,False
2025-07-19,AmazonEC2,99.8,False
2025-07-20,AmazonEC2,289.62,True
2025-07-21,AmazonEC2,143.53,False
2025-07-22,AmazonEC2,146.24,False
2025-07-23,AmazonEC2,146.2,False
2025-07-24,AmazonEC2,134.14,False
2025-07-25,AmazonEC2,136.44,False
2025-07-26,AmazonEC2,108.81,False
2025-07-27,AmazonEC2,108.91,False
2025-07-28,AmazonEC2,144.02,False
2025-07-29,AmazonEC2,160.81,False
2025-07-30,AmazonEC2,144.5,False
2025-07-31,AmazonEC2,147.43,False
2025-08-01,AmazonEC2,146.63,False
2025-08-02,AmazonEC2,110.22,False
2025-08-03,AmazonEC2,105.49,False
2025-08-04,AmazonEC2,145.96,False
2025-08-05,AmazonEC2,138.4,False
2025-08-06,AmazonEC2,141.19,False
2025-08-07,AmazonEC2,140.05,False
2025-08-08,AmazonEC2,142.99,False
2025-08-09,AmazonEC2,119.25,False
2025-08-10,AmazonEC2,98.45,False
2025-08-11,AmazonEC2,146.32,False
2025-08-12,AmazonEC2,134.93,False
2025-08-13,AmazonEC2,140.73,False
2025-08-14,AmazonEC2,148.64,False
2025-08-15,AmazonEC2,143.62,False
2025-08-16,AmazonEC2,103.01,False
2025-08-17,AmazonEC2,104.93,False
2025-08-18,AmazonEC2,147.01,False
2025-08-19,AmazonEC2,140.06,False
2025-08-20,AmazonEC2,144.9,False
2025-08-21,AmazonEC2,144.15,False
2025-08-22,AmazonEC2,140.76,False
2025-08-23,AmazonEC2,119.84,False
2025-08-24,AmazonEC2,112.4,False
2025-08-25,AmazonEC2,134.2,False
2025-08-26,AmazonEC2,145.37,False
2025-08-27,AmazonEC2,141.23,False
2025-08-28,AmazonEC2,148.9,False
2025-08-29,AmazonEC2,140.78,False
2025-08-30,AmazonEC2,109.27,False
2025-08-31,AmazonEC2,112.47,False
2025-09-01,AmazonEC2,149.38,False
2025-09-02,AmazonEC2,139.15,False
2025-09-03,AmazonEC2,143.59,False
2025-09-04,AmazonEC2,142.99,False
2025-09-05,AmazonEC2,142.2,False
2025-09-06,AmazonEC2,119.39,False
2025-09-07,AmazonEC2,112.7,False
2025-09-08,AmazonEC2,139.47,False
2025-09-09,AmazonEC2,150.47,False
2025-09-10,AmazonEC2,156.59,False
2025-09-11,AmazonEC2,151.24,False
2025-09-12,AmazonEC2,138.59,False
2025-09-13,AmazonEC2,108.87,False
2025-09-14,AmazonEC2,117.73,False
2025-09-15,AmazonEC2,142.96,False
2025-09-16,AmazonEC2,148.82,False
2025-09-17,AmazonEC2,150.57,False
2025-09-18,AmazonEC2,142.17,False
2025-09-19,AmazonEC2,146.61,False
2025-09-20,AmazonEC2,95.8,False
2025-09-21,AmazonEC2,106.99,False
2025-09-22,AmazonEC2,145.95,False
2025-09-23,AmazonEC2,141.08,False
2025-09-24,AmazonEC2,155.58,False
2025-09-25,AmazonEC2,140.38,False
2025-09-26,AmazonEC2,145.43,False
2025-09-27,AmazonEC2,113.39,False
2025-09-28,AmazonEC2,120.04,False
2025-09-29,AmazonEC2,140.76,False
2025-09-30,AmazonEC2,153.86,False
2025-10-01,AmazonEC2,148.2,False
2025-10-02,AmazonEC2,143.34,False
2025-10-03,AmazonEC2,150.66,False
2025-10-04,AmazonEC2,114.45,False
2025-10-05,AmazonEC2,110.56,False
2025-10-06,AmazonEC2,149.01,False
2025-10-07,AmazonEC2,146.84,False
2025-10-08,AmazonEC2,149.43,False
2025-10-09,AmazonEC2,152.28,False
2025-10-10,AmazonEC2,157.0,False
2025-10-11,AmazonEC2,107.99,False
2025-10-12,AmazonEC2,124.94,False
2025-10-13,AmazonEC2,139.62,False
2025-10-14,AmazonEC2,148.73,False
2025-10-15,AmazonEC2,152.53,False
2025-10-16,AmazonEC2,151.1,False
2025-10-17,AmazonEC2,146.68,False
2025-10-18,AmazonEC2,113.86,False
2025-10-19,AmazonEC2,112.53,False
2025-10-20,AmazonEC2,147.16,False
2025-10-21,AmazonEC2,154.45,False
2025-10-22,AmazonEC2,152.09,False
2025-10-23,AmazonEC2,146.95,False
2025-10-24,AmazonEC2,155.01,False
2025-10-25,AmazonEC2,117.16,False
2025-10-26,AmazonEC2,119.79,False
2025-10-27,AmazonEC2,153.97,False
2025-10-28,AmazonEC2,317.93,True
2025-10-29,AmazonEC2,148.23,False
2025-10-30,AmazonEC2,154.87,False
2025-10-31,AmazonEC2,154.29,False
2025-11-01,AmazonEC2,116.24,False
2025-11-02,AmazonEC2,117.03,False
2025-11-03,AmazonEC2,157.93,False
2025-11-04,AmazonEC2,148.69,False
2025-11-05,AmazonEC2,154.49,False
2025-11-06,AmazonEC2,150.84,False
2025-11-07,AmazonEC2,150.87,False
2025-11-08,AmazonEC2,122.56,False
2025-11-09,AmazonEC2,121.29,False
2025-11-10,AmazonEC2,156.34,False
2025-11-11,AmazonEC2,158.9,False
2025-11-12,AmazonEC2,152.58,False
2025-11-13,AmazonEC2,155.99,False
2025-11-14,AmazonEC2,151.13,False
2025-11-15,AmazonEC2,119.4,False
2025-11-16,AmazonEC2,117.24,False
2025-11-17,AmazonEC2,153.47,False
2025-11-18,AmazonEC2,156.07,False
2025-11-19,AmazonEC2,149.1,False
2025-11-20,AmazonEC2,163.76,False
2025-11-21,AmazonEC2,148.37,False
2025-11-22,AmazonEC2,112.43,False
2025-11-23,AmazonEC2,124.4,False
2025-11-24,AmazonEC2,157.67,False
2025-11-25,AmazonEC2,156.94,False
2025-11-26,AmazonEC2,157.06,False
2025-11-27,AmazonEC2,153.96,False
2025-11-28,AmazonEC2,149.64,False
2025-11-29,AmazonEC2,119.61,False
2025-11-30,AmazonEC2,115.94,False
2025-12-01,AmazonEC2,159.31,False
2025-12-02,AmazonEC2,153.8,False
2025-12-03,AmazonEC2,150.51,False
2025-12-04,AmazonEC2,153.14,False
2025-12-05,AmazonEC2,156.91,False
2025-12-06,AmazonEC2,117.13,False
2025-12-07,AmazonEC2,115.94,False
2025-12-08,AmazonEC2,156.37,False
2025-12-09,AmazonEC2,156.48,False
2025-12-10,AmazonEC2,152.83,False
2025-12-11,AmazonEC2,153.11,False
2025-12-12,AmazonEC2,156.73,False
2025-12-13,AmazonEC2,113.43,False
2025-12-14,AmazonEC2,113.74,False
2025-12-15,AmazonEC2,152.28,False
2025-12-16,AmazonEC2,154.91,False
2025-12-17,AmazonEC2,340.39,True
2025-12-18,AmazonEC2,163.56,False
2025-12-19,AmazonEC2,160.58,False
2025-12-20,AmazonEC2,120.59,False
2025-12-21,AmazonEC2,121.4,False
2025-12-22,AmazonEC2,151.59,False
2025-12-23,AmazonEC2,156.61,False
2025-12-24,AmazonEC2,155.36,False
2025-12-25,AmazonEC2,158.52,False
2025-12-26,AmazonEC2,152.87,False
2025-12-27,AmazonEC2,124.71,False
2025-12-28,AmazonEC2,129.88,False
2025-12-29,AmazonEC2,156.78,False
2025-12-30,AmazonEC2,159.43,False
2025-12-31,AmazonEC2,160.98,False
2026-01-01,AmazonEC2,155.62,False
2026-01-02,AmazonEC2,158.85,False
2026-01-03,AmazonEC2,122.9,False
2026-01-04,AmazonEC2,123.43,False
2026-01-05,AmazonEC2,154.18,False
2026-01-06,AmazonEC2,158.27,False
2026-01-07,AmazonEC2,160.74,False
2026-01-08,AmazonEC2,165.61,False
2026-01-09,AmazonEC2,163.25,False
